default.truck_mileage.truckid,default.truck_mileage.driverid,default.truck_mileage.rdate,default.truck_mileage.miles,default.truck_mileage.gas,default.truck_mileage.mpg
A77,A77,jan09,14979,1939,7.7251160392
A78,A78,jun13,8693,1593,5.45699937225
A78,A78,may13,12026,2371,5.07212146774
A78,A78,apr13,9430,2069,4.55775737071
A78,A78,mar13,12822,2540,5.04803149606
A78,A78,feb13,9990,2091,4.77761836442
A78,A78,jan13,10750,2081,5.16578567996
A78,A78,dec12,14447,3339,4.32674453429
A78,A78,nov12,13141,2772,4.74062049062
A78,A78,oct12,9692,1690,5.7349112426
A78,A78,sep12,10540,2045,5.15403422983
A78,A78,aug12,14328,2800,5.11714285714
A78,A78,jul12,14038,2848,4.92907303371
A78,A78,jun12,13347,2773,4.81319870177
A78,A78,may12,11107,2647,4.1960710238
A78,A78,apr12,13700,2776,4.93515850144
A78,A78,mar12,9669,1671,5.78635547576
A78,A78,feb12,9892,2001,4.94352823588
A78,A78,jan12,14667,3580,4.0969273743
A78,A78,dec11,10529,2227,4.72788504715
A78,A78,nov11,9086,1772,5.12753950339
A78,A78,oct11,10686,1863,5.73590982287
A78,A78,sep11,12687,2800,4.53107142857
A78,A78,aug11,10533,2043,5.15565345081
A78,A78,jul11,9762,1930,5.05803108808
A78,A78,jun11,10039,2454,4.09087204564
A78,A78,may11,10586,2454,4.31377343113
A78,A78,apr11,9846,2454,4.01222493888
A78,A78,mar11,11356,2454,4.62754686227
A78,A78,feb11,14524,2454,5.9185004075
A78,A78,jan11,10941,2454,4.45843520782
A78,A78,dec10,13765,2454,5.60920945395
A78,A78,nov10,12065,2454,4.91646291769
A78,A78,oct10,9371,2454,3.81866340668
A78,A78,sep10,11760,2454,4.79217603912
A78,A78,aug10,14184,2454,5.77995110024
A78,A78,jul10,8725,2454,3.5554197229
A78,A78,jun10,13098,2454,5.33740831296
A78,A78,may10,12441,2454,5.06968215159
A78,A78,apr10,13817,2454,5.630399348
A78,A78,mar10,10420,2454,4.24612876936
A78,A78,feb10,10457,2454,4.26120619397
A78,A78,jan10,11669,2454,4.75509372453
A78,A78,dec09,15064,2454,6.13854930725
A78,A78,nov09,13865,2454,5.6499592502
A78,A78,oct09,14007,2454,5.70782396088
A78,A78,sep09,12778,2454,5.20700896496
A78,A78,aug09,12921,2454,5.26528117359
A78,A78,jul09,10379,2454,4.22942135289
A78,A78,jun09,13716,2454,5.58924205379
A78,A78,may09,9403,2454,3.83170334148
A78,A78,apr09,11354,2454,4.62673186634
A78,A78,mar09,14441,2454,5.88467807661
A78,A78,feb09,12782,2454,5.20863895681
A78,A78,jan09,13290,2454,5.41564792176
A79,A79,jun13,15548,3355,4.63427719821
A79,A79,may13,8505,1637,5.19547953574
A79,A79,apr13,12225,2313,5.28534370947
A79,A79,mar13,11766,2313,5.0869001297
A79,A79,feb13,11177,2326,4.80524505589
A79,A79,jan13,9284,2012,4.61431411531
A79,A79,dec12,9238,1964,4.70366598778
A79,A79,nov12,9859,2286,4.31277340332
A79,A79,oct12,12100,2316,5.22452504318
A79,A79,sep12,12878,2709,4.75378368402
A79,A79,aug12,13181,2787,4.72945819878
A79,A79,jul12,13713,2475,5.54060606061
A79,A79,jun12,15756,2809,5.60911356355
A79,A79,may12,12764,2609,4.89229589881
A79,A79,apr12,11744,2170,5.41198156682
A79,A79,mar12,12979,2780,4.66870503597
A79,A79,feb12,10454,2181,4.79321412196
A79,A79,jan12,13562,2450,5.53551020408
A79,A79,dec11,9298,1800,5.16555555556
A79,A79,nov11,11010,2391,4.60476787955
A79,A79,oct11,13138,2537,5.1785573512
A79,A79,sep11,15171,3198,4.74390243902
A79,A79,aug11,14471,2886,5.01420651421
A79,A79,jul11,11578,2179,5.31344653511
A79,A79,jun11,10705,1679,6.37581893985
A79,A79,may11,9937,1679,5.91840381179
A79,A79,apr11,12997,1679,7.74091721263
A79,A79,mar11,14840,1679,8.83859440143
A79,A79,feb11,12894,1679,7.67957117332
A79,A79,jan11,13420,1679,7.99285288862
A79,A79,dec10,10440,1679,6.21798689696
A79,A79,nov10,12308,1679,7.33055390113
A79,A79,oct10,12636,1679,7.52590827874
A79,A79,sep10,11455,1679,6.82251340083
A79,A79,aug10,11976,1679,7.13281715307
A79,A79,jul10,10692,1679,6.36807623585
A79,A79,jun10,13666,1679,8.13936867183
A79,A79,may10,11032,1679,6.57057772484
A79,A79,apr10,9480,1679,5.6462179869
A79,A79,mar10,8974,1679,5.34484812388
A79,A79,feb10,12637,1679,7.52650387135
A79,A79,jan10,12096,1679,7.20428826683
A79,A79,dec09,13794,1679,8.2156045265
A79,A79,nov09,13565,1679,8.07921381775
A79,A79,oct09,10617,1679,6.32340678976
A79,A79,sep09,9464,1679,5.63668850506
A79,A79,aug09,15574,1679,9.27575938058
A79,A79,jul09,12175,1679,7.25134008338
A79,A79,jun09,14937,1679,8.89636688505
A79,A79,may09,9425,1679,5.61346039309
A79,A79,apr09,12324,1679,7.34008338297
A79,A79,mar09,11376,1679,6.77546158428
A79,A79,feb09,14021,1679,8.35080405003
A79,A79,jan09,14237,1679,8.47945205479
A80,A80,jun13,11108,2618,4.24293353705
A80,A80,may13,13595,2462,5.52193338749
A80,A80,apr13,11419,2624,4.35175304878
A80,A80,mar13,14485,2762,5.24438812455
A80,A80,feb13,10765,2012,5.35039761431
A80,A80,jan13,12841,2408,5.33264119601
A80,A80,dec12,12034,2489,4.83487344315
A80,A80,nov12,13403,2584,5.18691950464
A80,A80,oct12,13491,2936,4.59502724796
A80,A80,sep12,12497,2536,4.92783911672
A80,A80,aug12,12834,2798,4.58684774839
A80,A80,jul12,15378,3427,4.48730668223
A80,A80,jun12,11363,2195,5.17676537585
A80,A80,may12,13575,2723,4.9853103195
A80,A80,apr12,10813,2142,5.04808590103
A80,A80,mar12,9958,1879,5.29962746142
A80,A80,feb12,15097,2923,5.16489907629
A80,A80,jan12,13966,3465,4.03059163059
A80,A80,dec11,12867,2500,5.1468
A80,A80,nov11,12721,2454,5.18378158109
A80,A80,oct11,15028,2701,5.5638652351
A80,A80,sep11,10534,2092,5.03537284895
A80,A80,aug11,13060,2680,4.87313432836
A80,A80,jul11,10559,2172,4.86141804788
A80,A80,jun11,11602,2457,4.72201872202
A80,A80,may11,10309,2457,4.19576719577
A80,A80,apr11,12178,2457,4.95645095645
A80,A80,mar11,14005,2457,5.70004070004
A80,A80,feb11,14443,2457,5.87830687831
A80,A80,jan11,15822,2457,6.43956043956
A80,A80,dec10,11533,2457,4.69393569394
A80,A80,nov10,12252,2457,4.98656898657
A80,A80,oct10,14343,2457,5.83760683761
A80,A80,sep10,15224,2457,6.19617419617
A80,A80,aug10,11389,2457,4.63532763533
A80,A80,jul10,11797,2457,4.80138380138
A80,A80,jun10,11983,2457,4.87708587709
A80,A80,may10,15140,2457,6.16198616199
A80,A80,apr10,15200,2457,6.18640618641
A80,A80,mar10,9695,2457,3.94586894587
A80,A80,feb10,9417,2457,3.83272283272
A80,A80,jan10,13688,2457,5.57102157102
A80,A80,dec09,10756,2457,4.3776963777
A80,A80,nov09,14478,2457,5.89255189255
A80,A80,oct09,11477,2457,4.67114367114
A80,A80,sep09,12301,2457,5.00651200651
A80,A80,aug09,10237,2457,4.16646316646
A80,A80,jul09,13980,2457,5.68986568987
A80,A80,jun09,13481,2457,5.48677248677
A80,A80,may09,10206,2457,4.15384615385
A80,A80,apr09,10661,2457,4.33903133903
A80,A80,mar09,14317,2457,5.82702482702
A80,A80,feb09,14485,2457,5.8954008954
A80,A80,jan09,11325,2457,4.60927960928
A81,A81,jun13,9506,2038,4.66437684004
A81,A81,may13,13370,2623,5.09721692718
A81,A81,apr13,12561,2632,4.77241641337
A81,A81,mar13,10852,1857,5.84383414109
A81,A81,feb13,11058,2606,4.24328472755
A81,A81,jan13,9349,1809,5.16804864566
A81,A81,dec12,8653,2000,4.3265
A81,A81,nov12,14153,2746,5.15404224326
A81,A81,oct12,11471,2130,5.38544600939
A81,A81,sep12,13133,2634,4.98595292331
A81,A81,aug12,9771,1806,5.41029900332
A81,A81,jul12,13779,2473,5.57177517186
A81,A81,jun12,14434,2856,5.05392156863
A81,A81,may12,10456,1977,5.28882144664
A81,A81,apr12,10900,2025,5.38271604938
A81,A81,mar12,10832,2013,5.38102334824
A81,A81,feb12,13261,2606,5.08864159632
A81,A81,jan12,10578,2344,4.51279863481
A81,A81,dec11,13577,2819,4.81624689606
A81,A81,nov11,14382,3470,4.1446685879
A81,A81,oct11,11633,2577,4.51416375631
A81,A81,sep11,13822,2373,5.82469447956
A81,A81,aug11,9937,2228,4.46005385996
A81,A81,jul11,12822,2766,4.63557483731
A81,A81,jun11,11464,2138,5.36202057998
A81,A81,may11,12881,2138,6.02478952292
A81,A81,apr11,11622,2138,5.43592142189
A81,A81,mar11,10855,2138,5.07717492984
A81,A81,feb11,10286,2138,4.8110383536
A81,A81,jan11,12313,2138,5.75912067353
A81,A81,dec10,12860,2138,6.01496725912
A81,A81,nov10,15091,2138,7.05846585594
A81,A81,oct10,9407,2138,4.39990645463
A81,A81,sep10,12496,2138,5.84471468662
A81,A81,aug10,12259,2138,5.73386342376
A81,A81,jul10,11924,2138,5.57717492984
A81,A81,jun10,13316,2138,6.22825070159
A81,A81,may10,10617,2138,4.96585594013
A81,A81,apr10,9716,2138,4.54443405051
A81,A81,mar10,13741,2138,6.42703461179
A81,A81,feb10,10580,2138,4.94855004677
A81,A81,jan10,12938,2138,6.05144995323
A81,A81,dec09,11984,2138,5.60523854069
A81,A81,nov09,14434,2138,6.75116931712
A81,A81,oct09,10259,2138,4.79840972872
A81,A81,sep09,12195,2138,5.70392890552
A81,A81,aug09,12307,2138,5.75631431244
A81,A81,jul09,14415,2138,6.74228250702
A81,A81,jun09,14279,2138,6.67867165575
A81,A81,may09,11873,2138,5.55332086062
A81,A81,apr09,9723,2138,4.54770813845
A81,A81,mar09,12274,2138,5.74087932647
A81,A81,feb09,9193,2138,4.29981290926
A81,A81,jan09,13681,2138,6.39897100094
A82,A82,jun13,9951,2004,4.96556886228
A82,A82,may13,15119,2791,5.41705481906
A82,A82,apr13,11071,2669,4.14799550393
A82,A82,mar13,13323,2565,5.19415204678
A82,A82,feb13,10524,2186,4.8142726441
A82,A82,jan13,10156,1839,5.52256661229
A82,A82,dec12,13472,2903,4.64071650017
A82,A82,nov12,8962,1623,5.52187307455
A82,A82,oct12,9644,1911,5.04657247514
A82,A82,sep12,10527,1864,5.64753218884
A82,A82,aug12,9359,1835,5.10027247956
A82,A82,jul12,13973,2459,5.68239121594
A82,A82,jun12,10760,2201,4.88868696047
A82,A82,may12,12199,2882,4.23282442748
A82,A82,apr12,10096,2029,4.9758501725
A82,A82,mar12,10992,2158,5.09360518999
A82,A82,feb12,12403,2621,4.73216329645
A82,A82,jan12,12737,2426,5.25020610058
A82,A82,dec11,10427,2285,4.56323851204
A82,A82,nov11,15648,2933,5.33515172179
A82,A82,oct11,12800,2402,5.32889258951
A82,A82,sep11,9487,2022,4.6918892186
A82,A82,aug11,10976,2389,4.59439095856
A82,A82,jul11,12229,2777,4.40367302845
A82,A82,jun11,8230,2223,3.70220422852
A82,A82,may11,13733,2223,6.17768780927
A82,A82,apr11,11205,2223,5.04048582996
A82,A82,mar11,9980,2223,4.48942869996
A82,A82,feb11,10522,2223,4.73324336482
A82,A82,jan11,14153,2223,6.36662168241
A82,A82,dec10,12328,2223,5.54565901934
A82,A82,nov10,14820,2223,6.66666666667
A82,A82,oct10,10956,2223,4.92847503374
A82,A82,sep10,14473,2223,6.51057130004
A82,A82,aug10,10648,2223,4.78992352677
A82,A82,jul10,11937,2223,5.3697705803
A82,A82,jun10,13139,2223,5.91048133153
A82,A82,may10,10279,2223,4.62393162393
A82,A82,apr10,8611,2223,3.87359424202
A82,A82,mar10,11259,2223,5.06477732794
A82,A82,feb10,14047,2223,6.31893837157
A82,A82,jan10,8689,2223,3.90868196131
A82,A82,dec09,14198,2223,6.38686459739
A82,A82,nov09,14688,2223,6.60728744939
A82,A82,oct09,11087,2223,4.98740440846
A82,A82,sep09,10622,2223,4.77822762033
A82,A82,aug09,10127,2223,4.55555555556
A82,A82,jul09,9238,2223,4.15564552407
A82,A82,jun09,15126,2223,6.80431848853
A82,A82,may09,12331,2223,5.54700854701
A82,A82,apr09,12435,2223,5.59379217274
A82,A82,mar09,11844,2223,5.32793522267
A82,A82,feb09,9327,2223,4.19568151147
A82,A82,jan09,14855,2223,6.6824111561
A83,A83,jun13,12388,2519,4.91782453355
A83,A83,may13,14835,2916,5.08744855967
A83,A83,apr13,10948,2116,5.17391304348
A83,A83,mar13,14068,2507,5.61148783406
A83,A83,feb13,10104,2066,4.89060987415
A83,A83,jan13,9617,1834,5.24372955289
A83,A83,dec12,9716,1668,5.82494004796
A83,A83,nov12,13331,2349,5.67518092805
A83,A83,oct12,9398,2045,4.595599022
A83,A83,sep12,12644,2355,5.36900212314
A83,A83,aug12,12600,2392,5.26755852843
A83,A83,jul12,11816,2298,5.14186248912
A83,A83,jun12,15430,3074,5.01951854262
A83,A83,may12,9686,1968,4.92174796748
A83,A83,apr12,10127,1743,5.81009753299
A83,A83,mar12,9947,1869,5.32209737828
A83,A83,feb12,14838,3167,4.68519103252
A83,A83,jan12,10803,2194,4.92388331814
A83,A83,dec11,10814,2064,5.23934108527
A83,A83,nov11,13597,2769,4.91043698086
A83,A83,oct11,13981,2528,5.53045886076
A83,A83,sep11,13654,2435,5.60739219713
A83,A83,aug11,12822,2351,5.45384942578
A83,A83,jul11,9357,2226,4.20350404313
A83,A83,jun11,11466,2365,4.84820295983
A83,A83,may11,12609,2365,5.33150105708
A83,A83,apr11,11127,2365,4.70486257928
A83,A83,mar11,12005,2365,5.07610993658
A83,A83,feb11,13840,2365,5.85200845666
A83,A83,jan11,10969,2365,4.63805496829
A83,A83,dec10,11909,2365,5.0355179704
A83,A83,nov10,12688,2365,5.36490486258
A83,A83,oct10,12861,2365,5.43805496829
A83,A83,sep10,13248,2365,5.60169133192
A83,A83,aug10,10332,2365,4.36871035941
A83,A83,jul10,15270,2365,6.45665961945
A83,A83,jun10,11651,2365,4.92642706131
A83,A83,may10,11521,2365,4.87145877378
A83,A83,apr10,13100,2365,5.53911205074
A83,A83,mar10,9828,2365,4.155602537
A83,A83,feb10,9532,2365,4.03044397463
A83,A83,jan10,14338,2365,6.06257928118
A83,A83,dec09,13213,2365,5.58689217759
A83,A83,nov09,8829,2365,3.73319238901
A83,A83,oct09,13922,2365,5.8866807611
A83,A83,sep09,12647,2365,5.34756871036
A83,A83,aug09,14358,2365,6.0710359408
A83,A83,jul09,11738,2365,4.96321353066
A83,A83,jun09,15218,2365,6.43467230444
A83,A83,may09,11860,2365,5.01479915433
A83,A83,apr09,13529,2365,5.72050739958
A83,A83,mar09,8319,2365,3.51754756871
A83,A83,feb09,10304,2365,4.35687103594
A83,A83,jan09,14420,2365,6.09725158562
A84,A84,jun13,11417,2070,5.5154589372
A84,A84,may13,15234,2870,5.30801393728
A84,A84,apr13,10893,2136,5.09971910112
A84,A84,mar13,11640,2307,5.0455136541
A84,A84,feb13,10283,1727,5.95425593515
A84,A84,jan13,14401,3035,4.7449752883
A84,A84,dec12,9993,1955,5.11150895141
A84,A84,nov12,13537,2629,5.149106124
A84,A84,oct12,15363,3453,4.44917463076
A84,A84,sep12,12962,2628,4.93226788432
A84,A84,aug12,12242,2902,4.21847002068
A84,A84,jul12,11048,2170,5.09124423963
A84,A84,jun12,13045,2816,4.63245738636
A84,A84,may12,12369,2575,4.80349514563
A84,A84,apr12,8895,2051,4.33690882496
A84,A84,mar12,12335,2353,5.2422439439
A84,A84,feb12,12945,2361,5.48284625159
A84,A84,jan12,11827,2258,5.2378210806
A84,A84,dec11,13615,2973,4.57954927682
A84,A84,nov11,14722,3015,4.88291873964
A84,A84,oct11,8907,1583,5.62665824384
A84,A84,sep11,13860,2809,4.93414026344
A84,A84,aug11,14067,2885,4.87590987868
A84,A84,jul11,9552,1733,5.51182919792
A84,A84,jun11,12089,2902,4.16574776017
A84,A84,may11,11991,2902,4.13197794624
A84,A84,apr11,10559,2902,3.63852515507
A84,A84,mar11,9717,2902,3.34838042729
A84,A84,feb11,11996,2902,4.13370089593
A84,A84,jan11,14813,2902,5.10441075121
A84,A84,dec10,10184,2902,3.50930392833
A84,A84,nov10,10617,2902,3.65851137147
A84,A84,oct10,11807,2902,4.06857339766
A84,A84,sep10,13957,2902,4.8094417643
A84,A84,aug10,13872,2902,4.78015161957
A84,A84,jul10,10024,2902,3.45416953825
A84,A84,jun10,10070,2902,3.4700206754
A84,A84,may10,13907,2902,4.7922122674
A84,A84,apr10,9308,2902,3.20744314266
A84,A84,mar10,11872,2902,4.09097174363
A84,A84,feb10,15708,2902,5.41281874569
A84,A84,jan10,9810,2902,3.38042729152
A84,A84,dec09,9615,2902,3.31323225362
A84,A84,nov09,13161,2902,4.53514817367
A84,A84,oct09,11377,2902,3.92039972433
A84,A84,sep09,15706,2902,5.41212956582
A84,A84,aug09,14330,2902,4.93797381116
A84,A84,jul09,11457,2902,3.94796691937
A84,A84,jun09,11390,2902,3.92487939352
A84,A84,may09,10439,2902,3.59717436251
A84,A84,apr09,12205,2902,4.20572019297
A84,A84,mar09,12025,2902,4.14369400414
A84,A84,feb09,13308,2902,4.58580289456
A84,A84,jan09,9154,2902,3.15437629221
A85,A85,jun13,15319,2707,5.6590321389
A85,A85,may13,12421,2772,4.48088023088
A85,A85,apr13,10530,1805,5.83379501385
A85,A85,mar13,11849,2094,5.65854823305
A85,A85,feb13,9508,2000,4.754
A85,A85,jan13,14368,3048,4.71391076115
A85,A85,dec12,13167,2429,5.42074927954
A85,A85,nov12,13780,3017,4.56745111037
A85,A85,oct12,9272,1673,5.5421398685
A85,A85,sep12,9251,2100,4.40523809524
A85,A85,aug12,11394,2019,5.64338781575
A85,A85,jul12,8727,1528,5.71138743455
A85,A85,jun12,10592,2176,4.86764705882
A85,A85,may12,11605,2470,4.6983805668
A85,A85,apr12,10948,2376,4.60774410774
A85,A85,mar12,14290,2990,4.77926421405
A85,A85,feb12,10757,2224,4.83678057554
A85,A85,jan12,12350,2898,4.26155969634
A85,A85,dec11,13879,2617,5.30340084066
A85,A85,nov11,11321,2436,4.6473727422
A85,A85,oct11,9999,2118,4.7209631728
A85,A85,sep11,9514,1990,4.78090452261
A85,A85,aug11,11244,2208,5.09239130435
A85,A85,jul11,12760,2981,4.28044280443
A85,A85,jun11,13589,2483,5.47281514297
A85,A85,may11,10027,2483,4.03826016915
A85,A85,apr11,13371,2483,5.38501812324
A85,A85,mar11,10798,2483,4.3487716472
A85,A85,feb11,10011,2483,4.03181635119
A85,A85,jan11,12395,2483,4.99194522755
A85,A85,dec10,12569,2483,5.06202174789
A85,A85,nov10,10668,2483,4.29641562626
A85,A85,oct10,14415,2483,5.80547724527
A85,A85,sep10,11855,2483,4.77446637133
A85,A85,aug10,10394,2483,4.18606524366
A85,A85,jul10,10985,2483,4.42408376963
A85,A85,jun10,12518,2483,5.04148207813
A85,A85,may10,13819,2483,5.56544502618
A85,A85,apr10,13754,2483,5.53926701571
A85,A85,mar10,10610,2483,4.27305678615
A85,A85,feb10,14073,2483,5.66774063633
A85,A85,jan10,11283,2483,4.54409987918
A85,A85,dec09,13981,2483,5.63068868304
A85,A85,nov09,10449,2483,4.2082158679
A85,A85,oct09,10895,2483,4.3878372936
A85,A85,sep09,13018,2483,5.24285138945
A85,A85,aug09,11420,2483,4.59927507048
A85,A85,jul09,8765,2483,3.53000402739
A85,A85,jun09,13716,2483,5.52396294805
A85,A85,may09,9510,2483,3.83004430125
A85,A85,apr09,13488,2483,5.43213854209
A85,A85,mar09,11579,2483,4.66331051148
A85,A85,feb09,9588,2483,3.86145791381
A85,A85,jan09,13559,2483,5.46073298429
A86,A86,jun13,9324,1636,5.69926650367
A86,A86,may13,13719,3175,4.32094488189
A86,A86,apr13,14137,2527,5.59438068856
A86,A86,mar13,9817,1963,5.0010188487
A86,A86,feb13,13263,2538,5.22576832151
A86,A86,jan13,12696,2443,5.19688907081
A86,A86,dec12,9206,1782,5.16610549944
A86,A86,nov12,11372,2035,5.58820638821
A86,A86,oct12,8811,1700,5.18294117647
A86,A86,sep12,13764,2862,4.80922431866
A86,A86,aug12,12244,2336,5.24143835616
A86,A86,jul12,13066,2573,5.07811892732
A86,A86,jun12,12610,2393,5.2695361471
A86,A86,may12,14944,2615,5.71472275335
A86,A86,apr12,8743,1890,4.62592592593
A86,A86,mar12,8612,1555,5.53826366559
A86,A86,feb12,12869,2214,5.8125564589
A86,A86,jan12,10579,1805,5.86094182825
A86,A86,dec11,8772,1729,5.07345286293
A86,A86,nov11,9217,1690,5.45384615385
A86,A86,oct11,8741,1496,5.8429144385
A86,A86,sep11,11441,2269,5.0423093874
A86,A86,aug11,10442,1977,5.28174001012
A86,A86,jul11,11484,2328,4.93298969072
A86,A86,jun11,14718,2365,6.22325581395
A86,A86,may11,13246,2365,5.60084566596
A86,A86,apr11,13306,2365,5.62621564482
A86,A86,mar11,12170,2365,5.14587737844
A86,A86,feb11,10152,2365,4.29260042283
A86,A86,jan11,11322,2365,4.78731501057
A86,A86,dec10,10867,2365,4.59492600423
A86,A86,nov10,10162,2365,4.29682875264
A86,A86,oct10,11616,2365,4.91162790698
A86,A86,sep10,8538,2365,3.61014799154
A86,A86,aug10,10130,2365,4.28329809725
A86,A86,jul10,11821,2365,4.99830866808
A86,A86,jun10,8886,2365,3.75729386892
A86,A86,may10,13182,2365,5.57378435518
A86,A86,apr10,11974,2365,5.06300211416
A86,A86,mar10,12847,2365,5.43213530655
A86,A86,feb10,10241,2365,4.33023255814
A86,A86,jan10,11923,2365,5.04143763214
A86,A86,dec09,12438,2365,5.25919661734
A86,A86,nov09,14008,2365,5.92304439746
A86,A86,oct09,10363,2365,4.38181818182
A86,A86,sep09,12617,2365,5.33488372093
A86,A86,aug09,10482,2365,4.43213530655
A86,A86,jul09,14796,2365,6.25623678647
A86,A86,jun09,13680,2365,5.7843551797
A86,A86,may09,12221,2365,5.16744186047
A86,A86,apr09,12993,2365,5.49386892178
A86,A86,mar09,12710,2365,5.37420718816
A86,A86,feb09,11538,2365,4.87864693446
A86,A86,jan09,14738,2365,6.23171247357
A87,A87,jun13,10958,2417,4.53371948697
A87,A87,may13,12508,2233,5.60143304971
A87,A87,apr13,9857,1811,5.44284925456
A87,A87,mar13,13669,3059,4.46845374305
A87,A87,feb13,12502,2350,5.32
A87,A87,jan13,10779,2262,4.76525198939
A87,A87,dec12,11846,2175,5.44643678161
A87,A87,nov12,12998,2939,4.42259271861
A87,A87,oct12,11605,2344,4.95093856655
A87,A87,sep12,13044,2378,5.48528174937
A87,A87,aug12,14344,3141,4.56669850366
A87,A87,jul12,14905,2924,5.09746922025
A87,A87,jun12,13338,2649,5.03510758777
A87,A87,may12,11185,2310,4.84199134199
A87,A87,apr12,10725,2046,5.24193548387
A87,A87,mar12,10313,2135,4.83044496487
A87,A87,feb12,13562,2596,5.22419106317
A87,A87,jan12,10235,1947,5.25680534155
A87,A87,dec11,9827,1965,5.0010178117
A87,A87,nov11,11300,2030,5.56650246305
A87,A87,oct11,9318,1806,5.15946843854
A87,A87,sep11,10661,2092,5.09608030593
A87,A87,aug11,10794,1927,5.60145303581
A87,A87,jul11,8744,1731,5.05141536684
A87,A87,jun11,13545,2713,4.99262808699
A87,A87,may11,14230,2713,5.24511610763
A87,A87,apr11,15262,2713,5.62550681902
A87,A87,mar11,14143,2713,5.21304828603
A87,A87,feb11,13516,2713,4.98193881312
A87,A87,jan11,11804,2713,4.35090305934
A87,A87,dec10,14094,2713,5.19498709915
A87,A87,nov10,13787,2713,5.08182823443
A87,A87,oct10,9934,2713,3.66162919278
A87,A87,sep10,11663,2713,4.29893107261
A87,A87,aug10,15541,2713,5.72834500553
A87,A87,jul10,11599,2713,4.27534095098
A87,A87,jun10,11181,2713,4.12126796904
A87,A87,may10,11616,2713,4.28160707704
A87,A87,apr10,12556,2713,4.62808698857
A87,A87,mar10,15592,2713,5.74714338371
A87,A87,feb10,15597,2713,5.74898636196
A87,A87,jan10,14176,2713,5.2252119425
A87,A87,dec09,12976,2713,4.78289716181
A87,A87,nov09,12354,2713,4.55363066716
A87,A87,oct09,13510,2713,4.97972723922
A87,A87,sep09,9852,2713,3.63140434943
A87,A87,aug09,12787,2713,4.71323258386
A87,A87,jul09,12827,2713,4.72797640988
A87,A87,jun09,14201,2713,5.23442683376
A87,A87,may09,9161,2713,3.37670475488
A87,A87,apr09,11712,2713,4.31699225949
A87,A87,mar09,13853,2713,5.10615554736
A87,A87,feb09,12551,2713,4.62624401032
A87,A87,jan09,10386,2713,3.82823442683
A88,A88,jun13,9653,1994,4.84102306921
A88,A88,may13,11494,2424,4.74174917492
A88,A88,apr13,9807,1772,5.53442437923
A88,A88,mar13,12397,2414,5.13545981773
A88,A88,feb13,12687,2612,4.85719754977
A88,A88,jan13,8218,1675,4.90626865672
A88,A88,dec12,13721,2677,5.12551363467
A88,A88,nov12,14832,3499,4.23892540726
A88,A88,oct12,9741,1965,4.9572519084
A88,A88,sep12,11237,2210,5.08461538462
A88,A88,aug12,10680,2067,5.16690856313
A88,A88,jul12,13219,2575,5.13359223301
A88,A88,jun12,9651,1971,4.89649923896
A88,A88,may12,12998,2735,4.75246800731
A88,A88,apr12,10785,2078,5.19008662175
A88,A88,mar12,8770,1848,4.74567099567
A88,A88,feb12,11401,2580,4.41899224806
A88,A88,jan12,14321,2705,5.29426987061
A88,A88,dec11,10883,2295,4.74204793028
A88,A88,nov11,14351,3071,4.67307066102
A88,A88,oct11,12805,2798,4.57648320229
A88,A88,sep11,10432,1850,5.63891891892
A88,A88,aug11,15454,2713,5.69627718393
A88,A88,jul11,11906,2295,5.18779956427
A88,A88,jun11,12393,2190,5.65890410959
A88,A88,may11,11293,2190,5.15662100457
A88,A88,apr11,13825,2190,6.31278538813
A88,A88,mar11,12256,2190,5.59634703196
A88,A88,feb11,11706,2190,5.34520547945
A88,A88,jan11,9783,2190,4.46712328767
A88,A88,dec10,11381,2190,5.19680365297
A88,A88,nov10,15414,2190,7.03835616438
A88,A88,oct10,12701,2190,5.799543379
A88,A88,sep10,13191,2190,6.02328767123
A88,A88,aug10,14543,2190,6.64063926941
A88,A88,jul10,12874,2190,5.87853881279
A88,A88,jun10,13132,2190,5.99634703196
A88,A88,may10,14580,2190,6.65753424658
A88,A88,apr10,13373,2190,6.10639269406
A88,A88,mar10,12980,2190,5.92694063927
A88,A88,feb10,10069,2190,4.59771689498
A88,A88,jan10,14970,2190,6.83561643836
A88,A88,dec09,12089,2190,5.5200913242
A88,A88,nov09,10656,2190,4.86575342466
A88,A88,oct09,13619,2190,6.21872146119
A88,A88,sep09,11062,2190,5.05114155251
A88,A88,aug09,11548,2190,5.27305936073
A88,A88,jul09,10704,2190,4.88767123288
A88,A88,jun09,14827,2190,6.7703196347
A88,A88,may09,14986,2190,6.84292237443
A88,A88,apr09,15275,2190,6.97488584475
A88,A88,mar09,13253,2190,6.05159817352
A88,A88,feb09,14408,2190,6.57899543379
A88,A88,jan09,10687,2190,4.8799086758
A89,A89,jun13,14955,3344,4.47218899522
A89,A89,may13,14587,2927,4.98360095661
A89,A89,apr13,11678,2628,4.44368340944
A89,A89,mar13,10276,2082,4.93563880884
A89,A89,feb13,12142,2442,4.97215397215
A89,A89,jan13,8858,1623,5.45779420826
A89,A89,dec12,14481,2863,5.05798113867
A89,A89,nov12,14115,2654,5.31838733986
A89,A89,oct12,11646,2296,5.07229965157
A89,A89,sep12,12489,2976,4.19657258065
A89,A89,aug12,11766,2296,5.12456445993
A89,A89,jul12,13313,2775,4.79747747748
A89,A89,jun12,10334,1979,5.22182920667
